DBUID,empl.idx,pharm.idx,child.idx,health.idx,groc.idx,edupri.idx,edusec.idx,lib.idx,parks.idx,trans.idx,close
59170630001,0.0,,,,,,,,,,0
59170630005,0.0,,,,,,,,0.0052,,0
59170630008,0.0002,,,,,,,,,,0
59170630009,0.0,,,,,,,,,,0
59170630011,0.0002,,,,,,,,,,0
59170630015,0.0,,,,,,,,,,0
59170630017,0.0005,,,,,,,,,,0
59170630018,0.0001,,,,,,,,,,0
59170630019,0.0002,,,0.0,0.0185,,,0.0614,0.0087,,0
59170630020,,,,,,,,,,,0
59170630023,0.0002,,,0.0,,,,,,,0
59170630024,0.0004,,,0.0,,0.1201,0.1547,,,,0
59170630025,0.0002,,,0.0,,,,,,,0
59170630026,0.0001,,,,,,,,,,0
59170630028,0.0001,,,,,,,,,,0
59170630029,0.0,,,,,,,,0.0187,,0
59170630030,0.0001,,,,,,,,,,0
59170630031,0.0001,,,,,,,,,,0
59170630032,0.0002,,,,,,,,,,0
59170630033,0.0002,,,,,,,,0.0116,,0
59170630034,0.0,,,,,,,,0.0086,,0
59170642003,0.001,,0.0096,0.0002,,0.0535,0.0689,,0.0196,,0
59170642007,0.0027,,,,,,,,,,0
59170642009,,,,,,,,,,,0
59170642010,,,,,,,,,,,0
59170642011,,,,,,,,,,,0
59170642012,,,,,,,,,,,0
59170642013,,,,,,,,,,,0
59170642014,0.0022,,,,,,,0.1588,,,0
59170642015,,,,,,,,,,,0
59170642017,0.0013,0.0105,,0.0,0.0347,,,,,,0
59170642018,0.0005,,,0.0001,,,,,,,0
59170642019,0.0005,,,0.0001,,,,,,,0
59170642022,0.0007,,,0.0003,,,,,0.0216,,0
59170642023,0.0006,,,0.0001,,,,,,,0
59170642025,0.001,,0.0155,0.0002,,0.0844,0.1087,,0.0135,,0
59170642026,0.0006,,,0.0004,,,,,0.0442,,0
59170642027,0.0006,,,,,,,,,,0
59170642028,0.0007,,0.0063,0.0001,,0.0359,0.0463,,,,0
59170642029,0.0003,,,0.0011,,,,,0.0098,,0
59170643001,0.0006,,,0.0004,,,,,0.0442,,0
59170643002,0.0006,0.0088,,0.0002,,,,,0.0602,,0
59170643003,0.0004,,,0.0002,,,,,0.0395,,0
59170643004,0.0004,,,0.0001,,,,,0.0935,,0
59170643005,0.0007,0.017,,0.0003,,,,,0.0563,,0
59170643006,0.0009,0.0103,,0.0003,,,,,0.0641,,0
59170643007,0.0008,0.0079,,0.0003,,,,,0.0719,,0
59170643008,0.0005,,,0.0,,,,,0.0397,,0
59170643009,0.0007,,,0.0002,,,,,0.0709,,0
